id,city,country,job_title,primary_skills,secondary_skills,experience_lower,experience_upper,all_skills,skill_metadata,location,job_text
4297,,belgium,informatica mdm lead,"sql, informatica mdm, oracle pl/sql, python",mysql,0,0,"sql, informatica mdm, oracle pl/sql, python, mysql","{""sql"": {""category"": ""primary""}, ""informatica mdm"": {""category"": ""primary""}, ""oracle pl/sql"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""mysql"": {""category"": ""secondary""}}",belgium,"job posting job title: informatica mdm lead location: belgium primary skills: sql, informatica mdm, oracle pl/sql, python secondary skills: mysql experience: 0 - 0 years"
4205,noida,india,c++ sr. technical lead,c++,,0,0,c++,"{""c++"": {""category"": ""primary""}}","noida, india","job posting job title: c++ sr. technical lead location: noida, india primary skills: c++ secondary skills: experience: 0 - 0 years"
4227,noida,india,"technical lead with react, full stack - java, angular","full stack - java, react, angular",,0,0,"full stack - java, react, angular","{""full stack - java"": {""category"": ""primary""}, ""react"": {""category"": ""primary""}, ""angular"": {""category"": ""primary""}}","noida, india","job posting job title: technical lead with react, full stack - java, angular location: noida, india primary skills: full stack - java, react, angular secondary skills: experience: 0 - 0 years"
4040,noida,india,"technical lead with react, full stack - java, angular","full stack - java, react, angular",,0,0,"full stack - java, react, angular","{""full stack - java"": {""category"": ""primary""}, ""react"": {""category"": ""primary""}, ""angular"": {""category"": ""primary""}}","noida, india","job posting job title: technical lead with react, full stack - java, angular location: noida, india primary skills: full stack - java, react, angular secondary skills: experience: 0 - 0 years"
4349,noida,india,analyst - voice,agile-scrum (digital),,0,0,agile-scrum (digital),"{""agile-scrum (digital)"": {""category"": ""primary""}}","noida, india","job posting job title: analyst - voice location: noida, india primary skills: agile-scrum (digital) secondary skills: experience: 0 - 0 years"
4599,,bulgaria,full stack java senior architect with angular,"angular, springboot, java",,0,0,"angular, springboot, java","{""angular"": {""category"": ""primary""}, ""springboot"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}",bulgaria,"job posting job title: full stack java senior architect with angular location: bulgaria primary skills: angular, springboot, java secondary skills: experience: 0 - 0 years"
4737,,finland,analyst - voice,,,0,0,,{},finland,job posting job title: analyst - voice location: finland primary skills: secondary skills: experience: 0 - 0 years
4320,,sri lanka,gcp data engineer,"sql, google dataflow, ca erwin data modeler, google bigquery, python",terraform,0,0,"sql, google dataflow, ca erwin data modeler, google bigquery, python, terraform","{""sql"": {""category"": ""primary""}, ""google dataflow"": {""category"": ""primary""}, ""ca erwin data modeler"": {""category"": ""primary""}, ""google bigquery"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""terraform"": {""category"": ""secondary""}}",sri lanka,"job posting job title: gcp data engineer location: sri lanka primary skills: sql, google dataflow, ca erwin data modeler, google bigquery, python secondary skills: terraform experience: 0 - 0 years"
4638,,sweden,senior program director,agile-scrum (digital),talend mdm,0,0,"agile-scrum (digital), talend mdm","{""agile-scrum (digital)"": {""category"": ""primary""}, ""talend mdm"": {""category"": ""secondary""}}",sweden,job posting job title: senior program director location: sweden primary skills: agile-scrum (digital) secondary skills: talend mdm experience: 0 - 0 years
4575,,malaysia,azure data engineer,"sql, azure data factory (adf)",safe- lean portfolio mgt (lpm),0,0,"sql, azure data factory (adf), safe- lean portfolio mgt (lpm)","{""sql"": {""category"": ""primary""}, ""azure data factory (adf)"": {""category"": ""primary""}, ""safe- lean portfolio mgt (lpm)"": {""category"": ""secondary""}}",malaysia,"job posting job title: azure data engineer location: malaysia primary skills: sql, azure data factory (adf) secondary skills: safe- lean portfolio mgt (lpm) experience: 0 - 0 years"
4522,,united states,full stack java senior architect with angular,"angular, springboot, java",agile-scrum (digital),0,0,"angular, springboot, java, agile-scrum (digital)","{""angular"": {""category"": ""primary""}, ""springboot"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}, ""agile-scrum (digital)"": {""category"": ""secondary""}}",united states,"job posting job title: full stack java senior architect with angular location: united states primary skills: angular, springboot, java secondary skills: agile-scrum (digital) experience: 0 - 0 years"
4536,,panama,"functional lead with oracle erp cloud - ar,gl,order mangement, inventory","sql, google dataflow, google bigquery",aws paas,0,0,"sql, google dataflow, google bigquery, aws paas","{""sql"": {""category"": ""primary""}, ""google dataflow"": {""category"": ""primary""}, ""google bigquery"": {""category"": ""primary""}, ""aws paas"": {""category"": ""secondary""}}",panama,"job posting job title: functional lead with oracle erp cloud - ar,gl,order mangement, inventory location: panama primary skills: sql, google dataflow, google bigquery secondary skills: aws paas experience: 0 - 0 years"
4502,,chile,senior program director,ibm mdm,"greenplum, jive",0,0,"ibm mdm, greenplum, jive","{""ibm mdm"": {""category"": ""primary""}, ""greenplum"": {""category"": ""secondary""}, ""jive"": {""category"": ""secondary""}}",chile,"job posting job title: senior program director location: chile primary skills: ibm mdm secondary skills: greenplum, jive experience: 0 - 0 years"
4447,buenos aires,argentina,aws senior data lead,"sql, snowflake, devops solutions, python, amazon glue",,0,0,"sql, snowflake, devops solutions, python, amazon glue","{""sql"": {""category"": ""primary""}, ""snowflake"": {""category"": ""primary""}, ""devops solutions"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""amazon glue"": {""category"": ""primary""}}","buenos aires, argentina","job posting job title: aws senior data lead location: buenos aires, argentina primary skills: sql, snowflake, devops solutions, python, amazon glue secondary skills: experience: 0 - 0 years"
4877,,united states,"functional lead with oracle erp cloud - ar,gl,order mangement, inventory","sql, google dataflow, google bigquery",talend mdm,0,0,"sql, google dataflow, google bigquery, talend mdm","{""sql"": {""category"": ""primary""}, ""google dataflow"": {""category"": ""primary""}, ""google bigquery"": {""category"": ""primary""}, ""talend mdm"": {""category"": ""secondary""}}",united states,"job posting job title: functional lead with oracle erp cloud - ar,gl,order mangement, inventory location: united states primary skills: sql, google dataflow, google bigquery secondary skills: talend mdm experience: 0 - 0 years"
4558,,brazil,azure data engineer,"sql, azure data factory (adf)",safe- lean portfolio mgt (lpm),0,0,"sql, azure data factory (adf), safe- lean portfolio mgt (lpm)","{""sql"": {""category"": ""primary""}, ""azure data factory (adf)"": {""category"": ""primary""}, ""safe- lean portfolio mgt (lpm)"": {""category"": ""secondary""}}",brazil,"job posting job title: azure data engineer location: brazil primary skills: sql, azure data factory (adf) secondary skills: safe- lean portfolio mgt (lpm) experience: 0 - 0 years"
4887,,united kingdom,senior program director,java,,0,0,java,"{""java"": {""category"": ""primary""}}",united kingdom,job posting job title: senior program director location: united kingdom primary skills: java secondary skills: experience: 0 - 0 years
5088,noida,india,"developer with react, full stack - java, angular","full stack - java, react, angular",,0,0,"full stack - java, react, angular","{""full stack - java"": {""category"": ""primary""}, ""react"": {""category"": ""primary""}, ""angular"": {""category"": ""primary""}}","noida, india","job posting job title: developer with react, full stack - java, angular location: noida, india primary skills: full stack - java, react, angular secondary skills: experience: 0 - 0 years"
5033,noida,india,"developer with react,angular,java","react, angular, java",,0,0,"react, angular, java","{""react"": {""category"": ""primary""}, ""angular"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}","noida, india","job posting job title: developer with react,angular,java location: noida, india primary skills: react, angular, java secondary skills: experience: 0 - 0 years"
4856,,united kingdom,analyst - voice,"kofax total agility, acquia",aws paas,0,0,"kofax total agility, acquia, aws paas","{""kofax total agility"": {""category"": ""primary""}, ""acquia"": {""category"": ""primary""}, ""aws paas"": {""category"": ""secondary""}}",united kingdom,"job posting job title: analyst - voice location: united kingdom primary skills: kofax total agility, acquia secondary skills: aws paas experience: 0 - 0 years"
5183,noida,india,du head 1 (client specific),,,0,0,,{},"noida, india","job posting job title: du head 1 (client specific) location: noida, india primary skills: secondary skills: experience: 0 - 0 years"
5225,,india,microsoft power apps architect,canvas (power) apps,agile-scrum (digital),0,0,"canvas (power) apps, agile-scrum (digital)","{""canvas (power) apps"": {""category"": ""primary""}, ""agile-scrum (digital)"": {""category"": ""secondary""}}",india,job posting job title: microsoft power apps architect location: india primary skills: canvas (power) apps secondary skills: agile-scrum (digital) experience: 0 - 0 years
